round,numSession,groupInRound,CV,bid1,signal1,bid2,signal2,bid3,signal3,bid4,signal4,OtherHBid,StratWin,subject,treatment,male,age,major,CRT1,CRT2,CRT3,N_s,advice,alpha,belief_other,beta,bid_pref,choice_pref,dRedChosen,dTie,dWin,displayLotto,endowment,epsilon,explain1,explain2,explain3,explain4,groupRandomN,guess,lotteryid,pLotto,partFee,paymentRound,playerInGroup,q1abid65,q1bbid70,q1cbid75,q1dbid80,q1ebid85,randomPrice,sesIDNum,ticket,vLotto,winBid,lowbound,upbound,rrange,fix,euv,smeuv,rec_round,lottoRound,rec_lottoRound,expV,NEcomp,nbid,BEbid,NEbid,BEBF,NEBF,BF,thBF,loss,fixHigh,DeuvH,correctAns,maxbid,lottery,Highprob,Highval,rec_lround,fixsmeuv,Lpayoff,bidofix,lnbidofix,CVsmeuv,CVeuv,CVepsilon,CVfixHigh,CVHighprob,CVHighval,CVHHprobval,lnbid,lnNEbid,lnBEbid,lnnbid,lnfix,lnsignal,lneuv,HHprobval,epsHigh,bidofix100,NEbidofix100,BEbidofix100,CVlnfix,CVlnsignal,nmexpV,NEmnbid,nmexpV2,CVexpV,CVnmexpV,CVnmexpV2,CVepsHigh,CVNEmnbid,countWin,L1loss,L1Lpayoff,L1payoff,payoff,payoff1groupid_in_subsession,payoff1playerid_in_group,payoff1playerphase_one_payoff,payoff1playerphase_two_payoff,payoff1playertotal_payoff_dol,payoff1subsessionround_number,payoffFinal,payoffLotteryType,payoffPartFee,payoffPhaseTwoReal,payoffPlayLotto,payoffPlayerPayoff,payoffRandomChipId,payoffRandomCutoff,payoffRedChips,payoffRound,payoffTaskNum,payoffTotalChips,taskChoice,taskCutoff,taskDieSide,maxV,domnBid,domnBid2,overbid,dmaxVsig,bidofixoeuv,smeuvoeuv,epsilonoeuv,testCV,testCP,Utype,CEnorm,averse,consistency,CEnorm1,CEnorm2,CEnorm3,CEnorm2c,CEnorm3c,RP,CRP,AP,aver1,aver2,aver3,bidhatCV,bidhatCP,sumNGroup,Grrange,GdomnBid,upticket,StratProfit
24,1,2,1,20,36,37,36,39,38,40,40,39,40,1,cv,1,21,Film and Television,10,5,47,4,0,10,Bet within the signal's range,70,0,-1,1,0,1,3,12,4,"I chose values that are one greater than the minimum. That way, I am not risking many credits, but still have a higher chance of winning than anyone who chose the lowest value of the range.",25% is too low of a chance to warrant risking anything.,The odds for winning an amount are generally higher in option B,Someone is likely to outbid me anyway.,85,28,4,60,10,,1,62,65,72,77,82,,1,0,39,40,14,66,1,60,40,0,.041666668,4,.25,24,3.6165270e-06,24,22.559999,21.600002,17.440001,18.399998,16,2.3999977,1,1,0,2,,0,1,0,.25,0,-40,.66666669,-.40546507,0,40,4,1,1,0,,3.6888795,3.0726933,3.1161785,3.1780539,4.0943446,3.6888795,3.6888795,0,0,66.666672,36.000004,37.599998,4.0943446,3.6888795,0,-2.3999977,0,24,0,0,0,-2.3999977,18,0,0,0,-40,1,1,0,129,27.375,1,17,2,27,150,0,0,19,129,29,28,5,30,,,,70,0,0,-30,30,.016666668,0,.1,40.438953,19.912199,,,,,.37333333,.13333334,.14333333,,,.62666667,.13333334,.14333333,1,1,1,40.438953,19.912199,4,1,1,.37599999,21.559999
24,5,2,1,71,75,74,76,78,79,79,80,78,79,79,cv,1,22,Computer Science,5,5,36,4,10,30,Same as me. I noticed a lot of rounds where people bid well below the range of that round and made handsome profits.,90,-1,-1,1,0,1,3,12,4,"Since it is highly likely that the lottery will reward me with something, I try to maximize my winnings by spending as little as possible on buying the ticket so that my profit is maximized.","I would play it safe as it is less likely that this ticket would yield rewards. And in the off chance, I win the auction, I would be minimizing my loss.","Higher reward and playing with the same strategy as suggested, would help win greater profits.",Same as above.,64,10,1,60,10,,4,61,66,71,76,81,,8,0,77,79,34,86,1,60,60,20,.041666668,4,.25,36,1.6419008e-10,48,46.560001,45.599998,32.439999,33.400002,31,2.4000015,1,1,1,2,,0,1,1,.25,20,-79,1.3166667,.27510333,20,60,4,1,1,1,,4.3694477,3.8199077,3.8407419,3.871201,4.0943446,4.3820267,4.0943446,1,0,131.66667,76,77.600006,4.0943446,4.3820267,12,-2.4000015,144,36,12,144,0,-2.4000015,20,0,0,0,-79,1,8,7,150,29.125,1,19,1,29,150,1,0,10,74,15,37,4,30,,,,90,0,0,-11,10,.021944445,.33333334,.06666667,74.969101,44.221962,,,,,1.2,0,0,,,-.20000005,0,0,-1,1,1,74.969101,44.221962,4,1,1,.77600002,45.560001
24,5,4,1,55,54,48,55,39,57,60,59,55,56,89,cv,1,22,computer science,5,5,47,4,32,30,bidding closer to the signal,90,-1,-1,1,0,1,3,12,4,because they are most likely to be closer to actual value at the end,closer to the received signal,you are getting a fixed value instead of range for high probability,"same, we know the exact value with chance in second one",81,30,1,60,10,,4,66,68,74,77,88,,18,0,55,60,34,86,1,60,60,-1,.041666668,4,.25,36,5.9626450e-06,35.400002,33.959999,33.000004,26.040001,26.999996,24.599998,2.3999977,1,1,1,3,,0,1,1,.25,-1,-60,1,0,-1,60,4,1,1,1,,4.0943446,3.4965076,3.5251834,3.5667119,4.0943446,4.0775375,4.0943446,1,0,100,55.000008,56.599998,4.0943446,4.0775375,-.59999847,-2.3999977,.35999817,36,-.59999847,.35999817,0,-2.3999977,50,1,-5,-5,-60,1,18,-14,150,26.5,1,17,2,27,150,1,0,16,23,16,64,5,30,,,,90,2,2,-30,31,.016666668,-.016666668,.06666667,56.045776,29.326157,,,,,1,-.12,.31999999,,,0,-.12,.31999999,0,1,1,56.045776,29.326157,4,1,1,.56599998,32.959999
26,1,1,1,23,31,27,31,22,32,12,37,27,28,5,cv,1,24,cs,10,5,47,4,0,10,they placed the top bids most of the time.,70,1,1,0,0,0,3,12,4,I think the lesser the number the more chances of win,I think the chances of winning is less,more chances of wining,more chances of wining,48,12,4,60,10,,2,61,66,72,76,81,,5,35,35,27,14,66,1,60,40,-3,.03846154,6,.16666667,24,.000016208151,22.200001,20.76,19.800009,-8.7600002,-7.8000088,-10.200001,2.399992,0,1,0,2,,0,1,0,.16666667,-3,0,.2,-1.6094379,-3,40,4,1,1,0,,2.4849067,2.9856825,3.0330281,3.1000924,4.0943446,3.6109178,3.6888795,0,0,20,33.000015,34.599998,4.0943446,3.6109178,-1.7999992,-2.399992,3.2399971,24,-1.7999992,3.2399971,0,-2.399992,5,0,0,0,0,1,5,0,0,22,1,12,1,22,0,1,0,11,48,10,59,1,20,,,,70,0,0,-58,33,.0049999999,-.075000003,.1,37.335133,17.901308,,,,,1.1666667,.58333337,.5,,,-.16666675,.58333337,.5,-1,1,1,37.335133,17.901308,4,1,1,.34600002,19.76
27,1,1,1,40,39,36,39,24,40,33,41,40,41,10,cv,0,21,art history,5,5,12,4,28,10,I did not understand the action of bidding higher than the value range preformed by other participants. I wished we all bidded lower than we did.,70,-1,-1,0,0,0,3,12,4,"for bids with higher probability and higher value, I tend to enter a bid that is 1/2 more units from the SIGNAL of selected value. for example, for d) I have the average being 80, so I add half of 4 units to 80 to get 82.  for lower value bids, I add the halfway unit to the lowest selected value given by the signal",It is a rather low value and I would not want to risk bidding higher than 30.,it seems more probable to get some sort of value,same as above,83,30,4,60,10,,3,65,72,75,82,87,,10,0,37,40,14,66,1,60,40,1,.037037037,7,.14285715,24,2.1935346e-06,24.6,23.16,22.200001,9.8400002,10.799999,8.3999996,2.3999996,0,1,0,2,,0,1,0,.14285715,1,0,.55000001,-.59783697,1,40,4,1,1,0,,3.4965076,3.1000924,3.1424267,3.2027464,4.0943446,3.713572,3.6888795,0,0,55,37,38.599998,4.0943446,3.713572,.60000038,-2.3999996,.36000046,24,.60000038,.36000046,0,-2.3999996,21,0,0,0,0,1,10,0,0,22,1,12,1,22,0,1,0,13,0,10,24,1,20,,,,70,1,0,-37,29,.01375,.025,.1,41.449287,20.589592,,,,,.80166668,.11333334,-.375,,,.19833332,.11333334,-.375,1,1,1,41.449287,20.589592,4,1,1,.38600001,22.16
28,1,2,1,57,57,32,57,63,60,57,62,63,64,5,cv,1,24,cs,10,5,47,4,0,10,they placed the top bids most of the time.,70,1,1,0,0,0,3,12,4,I think the lesser the number the more chances of win,I think the chances of winning is less,more chances of wining,more chances of wining,39,12,4,60,10,,1,61,66,72,76,81,,5,59,59,63,14,66,1,60,40,22,.035714287,8,.125,24,6.0402155e-11,37.200001,35.759998,34.799999,21.240002,22.200001,19.799999,2.4000015,0,1,0,2,,0,1,0,.125,22,0,.94999999,-.051293306,22,40,4,1,1,0,,4.0430512,3.5496173,3.5768299,3.6163087,4.0943446,4.1271343,3.6888795,0,0,95,58,59.599998,4.0943446,4.1271343,13.200001,-2.4000015,174.24002,24,13.200001,174.24002,0,-2.4000015,5,0,0,0,0,1,5,0,0,22,1,12,1,22,0,1,0,11,48,10,59,1,20,,,,70,0,0,-13,8,.02375,.55000001,.1,59.862888,35.634411,,,,,1.1666667,.58333337,.5,,,-.16666675,.58333337,.5,-1,1,1,59.862888,35.634411,4,1,1,.59599996,34.759998
28,5,4,1,32,35,23,35,35,36,36,37,35,36,82,cv,0,20,Arabic Language,5,100,47,4,30,30,i think that people took into account the percentage of risk that you would get in value v and made modifications with regards to that.,90,-1,1,0,0,1,3,12,4,"i chose these bids because since the selected value is  over a narrow range of numbers, having a lower mid number is beneficial since it is safer and more likely to be in the range of the selected value",It falls in the middle and likely to be a safer option. You end up losing more if you are aiming to become the highest bidder,"With lottery A, there is more certainty of the probability, while there is more of a range with lottery B.",There is a greater likelihood that you can get to 90%,38,0,1,60,10,,1,64,67,73,78,83,,11,36,36,36,34,86,1,60,60,-23,.035714287,8,.125,36,.35700825,22.200001,20.76,20.014204,15.24,15.985796,13.799999,2.1857967,0,1,1,2,,0,1,1,.125,-23,0,.60000002,-.51082557,-23,60,4,1,1,1,,3.583519,2.9964423,3.0330281,3.1000924,4.0943446,3.6109178,4.0943446,1,0,60.000004,33.357006,34.599998,4.0943446,3.6109178,-13.799999,-2.1857967,190.43997,36,-13.799999,190.43997,0,-2.1857967,49,0,0,0,0,1,11,-62,0,14.25,1,4,2,14,0,1,0,21,50,2,54,5,30,,,,90,3,3,-54,53,.010000001,-.38333333,.06666667,31.084877,15.500618,,,,,.9666667,.28,.17666665,,,.033333302,.28,.17666665,1,1,1,31.084877,15.500618,4,1,1,.34600002,19.76
29,5,4,1,52,56,1,61,59,61,58,62,59,60,90,cv,1,20,public policy,10,5,47,4,26,30,minimising,90,-1,-1,1,0,0,3,12,4,to maximise chances to win a good lottery,To minimse chance to win a bad lottery,seems more probable to win more,seems more probable to win more,69,24,1,60,10,,3,69,74,79,82,88,,19,0,60,59,34,86,1,60,60,2,.034482758,9,.11111111,36,1.3304459e-06,37.200001,35.759998,34.799999,22.240002,23.200001,20.799999,2.4000015,0,1,1,2,,0,1,1,.11111111,2,0,.96666664,-.03390158,2,60,4,1,1,1,,4.0604429,3.5496173,3.5768299,3.6163087,4.0943446,4.1271343,4.0943446,1,0,96.666664,58,59.599998,4.0943446,4.1271343,1.2000008,-2.4000015,1.4400018,36,1.2000008,1.4400018,0,-2.4000015,31,0,0,0,0,1,19,-1,100,26.041666,1,16,3,26,100,1,0,2,36,11,4,3,20,,,,90,1,0,-32,28,.016111111,.033333335,.06666667,59.076782,31.358334,,,,,1.25,-.069999993,-.064999998,,,-.25,-.069999993,-.064999998,-1,1,1,59.076782,31.358334,4,1,1,.59599996,34.759998
30,5,5,1,57,59,45,61,55,61,0,64,57,58,83,cv,0,23,Public Policy,5,20,12,4,0,30,I think most people bid around the signal - to hope that they would be the highest bid,90,0,0,0,0,0,3,12,4,"I chose 0 for all because the loss is bigger for such a small gain (if in case that I do bet the highest) because what I bet is deducted from the payoff. So I thought it would be better to get 0 and keep my endowment than to bet and risk for such a small payoff, which would be most likely less than a dollar.",Same reasoning as before. I think it's better to get the whole $12 endowment than to risk for that extra dollar I MIGHT get when I bid the highest. The risk is too high for what I could gain in return in the case that I bid the highest,"I don't care because regardless of lottery A or B, the risk would still be high because everyone will be voting to be the highest bid, therefore, unless people don't vote with that mindset, my risk would be higher than what I COULD/MIGHT get, in the case that I am the highest bidder.",Same as above,63,0,1,60,10,,4,0,0,0,0,0,,12,0,62,57,34,86,1,60,60,4,.033333335,10,.1,36,4.8944372e-07,38.400002,36.959999,36,-36.959999,-36,-38.400002,2.4000015,0,1,1,1,,0,1,1,.1,4,0,0,,4,60,4,1,1,1,,-4.6051702,3.583519,3.6098363,3.6480575,4.0943446,4.1588831,4.0943446,1,0,0,60,61.599998,4.0943446,4.1588831,2.4000015,-2.4000015,5.7600074,36,2.4000015,5.7600074,0,-2.4000015,8,0,0,0,0,1,12,0,142,27.916666,1,18,1,28,0,0,0,18,142,15,29,4,30,,,,90,0,0,-90,26,0,.06666667,.06666667,61.036781,32.730862,,,,,1.2533333,-.050000012,.11333331,,,-.25333333,-.050000012,.11333331,-1,1,1,61.036781,32.730862,4,1,1,.616,35.959999
31,5,1,1,20,43,46,46,30,47,9,47,46,47,73,cv,1,22,theatre,10,100,47,4,17,30,bid below the signal range unless there a higher percentage chance of winning the lottery.,90,0,0,1,0,0,4,12,4,I'd rather choose a number just outside the bracket to make more of a profit if I win but also if I lose chances are someone else bid higher.,pick an amount you wouldn't be afraid to lose because even if you win the lottery ther's a higher chance you'd lose anyway.,with both the probability is higher than 50% so I'd take that chance,with both the probability is higher than 50% so I'd take that chance,4,12,3,40,10,,1,58,63,68,73,76,,2,45,45,46,34,86,1,40,60,-13,.032258064,1,1,24,.0024055026,18.799999,17.84,17.200962,-8.8400002,-8.2009621,-9.7999992,1.5990372,0,0,1,1,,0,0,1,1,0,0,.22499999,-1.4916549,-13,60,4,0,0,1,,2.1972246,2.8449652,2.881443,2.9338567,3.6888795,3.8501475,4.0943446,0,0,22.5,43.002403,44.599998,3.6888795,3.8501475,-5.2000008,-1.5990372,27.040009,24,-5.2000008,27.040009,0,-1.5990372,19,0,0,0,0,1,2,0,0,22,1,12,2,22,0,1,0,20,4,29,25,5,30,,,,90,0,0,-81,43,.0037499999,-.21666667,.06666667,33.433147,14.569475,,,,,1.5166667,.80833328,.61666667,,,-.51666665,.80833328,.61666667,-1,1,1,33.433147,14.569475,4,1,1,.44600001,16.84
31,5,2,1,22,34,10,35,15,38,30,40,22,23,72,cv,0,25,computer science,50,5,24,4,12,30,they bid high compared to selected value,90,1,1,1,0,1,4,12,4,"i always select bid that is just below selected value range .If the probability is high , then i would bet more. Finally, i will always make sure i get positive credits at last even i won",There is less probability to get selected value. So always bid less number,Likely i will get selected value,likely to get selected value,81,0,3,40,10,,2,60,60,70,75,80,,1,0,36,30,34,86,1,40,60,-20,.032258064,1,1,24,.079659313,16,15.04,14.431864,14.96,15.568136,14,1.5681362,1,0,1,1,,0,0,1,1,0,-30,.75,-.28768209,-20,60,4,0,0,1,,3.4011974,2.6694386,2.7107134,2.7725887,3.6888795,3.6888795,4.0943446,0,0,75,36.079659,37.599998,3.6888795,3.6888795,-8,-1.5681362,64,24,-8,64,0,-1.5681362,28,0,0,0,-30,1,1,1,91,25.916666,1,16,3,26,0,0,0,13,91,23,72,6,30,,,,90,0,0,-60,50,.0125,-.33333334,.06666667,28.154055,11.613344,,,,,.38333336,-.053333327,-.049999997,,,.61666667,-.053333327,-.049999997,1,1,1,28.154055,11.613344,4,1,1,.37599999,14.04
32,5,2,1,48,50,46,50,34,52,0,54,48,49,83,cv,0,23,Public Policy,5,20,12,4,0,30,I think most people bid around the signal - to hope that they would be the highest bid,90,0,0,0,0,0,4,12,4,"I chose 0 for all because the loss is bigger for such a small gain (if in case that I do bet the highest) because what I bet is deducted from the payoff. So I thought it would be better to get 0 and keep my endowment than to bet and risk for such a small payoff, which would be most likely less than a dollar.",Same reasoning as before. I think it's better to get the whole $12 endowment than to risk for that extra dollar I MIGHT get when I bid the highest. The risk is too high for what I could gain in return in the case that I bid the highest,"I don't care because regardless of lottery A or B, the risk would still be high because everyone will be voting to be the highest bid, therefore, unless people don't vote with that mindset, my risk would be higher than what I COULD/MIGHT get, in the case that I am the highest bidder.",Same as above,62,0,3,40,10,,3,0,0,0,0,0,,12,0,52,48,34,86,1,40,60,-6,.03125,2,.5,24,.000072639887,21.6,20.639999,20.000029,-20.639999,-20.000029,-21.6,1.5999718,0,0,1,1,,0,0,1,.5,0,0,0,,-6,60,4,0,0,1,,-4.6051702,2.9957337,3.027231,3.0726933,3.6888795,3.9889841,4.0943446,0,0,0,50.000072,51.599998,3.6888795,3.9889841,-2.3999996,-1.5999718,5.7599983,24,-2.3999996,5.7599983,0,-1.5999718,8,0,0,0,0,1,12,0,142,27.916666,1,18,1,28,0,0,0,18,142,15,29,4,30,,,,90,0,0,-90,36,0,-.1,.06666667,38.532448,17.617067,,,,,1.2533333,-.050000012,.11333331,,,-.25333333,-.050000012,.11333331,-1,1,1,38.532448,17.617067,4,1,1,.51599997,19.639999
33,5,3,1,40,69,31,73,71,75,70,76,71,72,76,cv,0,18,Economics,5,100,48,4,20,30,the average between the numbers,90,1,-1,0,0,0,4,12,4,less risk associated with lower number,With only 25% chance. there's more risk in choosing higher number,its more narrow in a way,The chances are still high,97,15,3,40,10,,1,61,66,69,70,85,,5,0,72,71,34,86,1,40,60,16,.030303031,3,.33333334,24,1.2132096e-09,30.4,29.440001,28.799999,40.559998,41.200001,39.599998,1.6000004,0,0,1,1,,0,0,1,.33333334,0,0,1.75,.55961579,16,60,4,0,0,1,,4.2484951,3.3603754,3.3823543,3.4144425,3.6888795,4.3307333,4.0943446,0,0,175,72,73.599998,3.6888795,4.3307333,6.3999996,-1.6000004,40.959995,24,6.3999996,40.959995,0,-1.6000004,13,0,0,0,0,1,5,0,124,27.166666,1,17,1,27,0,0,0,27,124,15,71,4,30,,,,90,0,0,-20,14,.029166667,.26666668,.06666667,52.846336,27.699591,,,,,.27666667,-.4066667,-.18166667,,,.72333336,-.4066667,-.18166667,1,1,1,52.846336,27.699591,4,1,1,.736,28.440001
33,5,4,1,34,34,31,37,39,37,0,38,39,40,83,cv,0,23,Public Policy,5,20,12,4,0,30,I think most people bid around the signal - to hope that they would be the highest bid,90,0,0,0,0,0,4,12,4,"I chose 0 for all because the loss is bigger for such a small gain (if in case that I do bet the highest) because what I bet is deducted from the payoff. So I thought it would be better to get 0 and keep my endowment than to bet and risk for such a small payoff, which would be most likely less than a dollar.",Same reasoning as before. I think it's better to get the whole $12 endowment than to risk for that extra dollar I MIGHT get when I bid the highest. The risk is too high for what I could gain in return in the case that I bid the highest,"I don't care because regardless of lottery A or B, the risk would still be high because everyone will be voting to be the highest bid, therefore, unless people don't vote with that mindset, my risk would be higher than what I COULD/MIGHT get, in the case that I am the highest bidder.",Same as above,87,0,3,40,10,,2,0,0,0,0,0,,12,0,38,39,34,86,1,40,60,-22,.030303031,3,.33333334,24,.21653645,15.2,14.24,13.686615,-14.24,-13.686615,-15.2,1.5133848,0,0,1,1,,0,0,1,.33333334,0,0,0,,-22,60,4,0,0,1,,-4.6051702,2.6164184,2.656055,2.7212954,3.6888795,3.6375861,4.0943446,0,0,0,34.216537,35.599998,3.6888795,3.6375861,-8.8000002,-1.5133848,77.440002,24,-8.8000002,77.440002,0,-1.5133848,8,0,0,0,0,1,12,0,142,27.916666,1,18,1,28,0,0,0,18,142,15,29,4,30,,,,90,0,0,-90,52,0,-.36666667,.06666667,26.726707,10.80468,,,,,1.2533333,-.050000012,.11333331,,,-.25333333,-.050000012,.11333331,-1,1,1,26.726707,10.80468,4,1,1,.35600001,13.24
34,5,2,1,39,43,1,46,45,48,45,49,45,46,78,cv,1,21,Computer Science,5,5,47,4,1,30,Other people bid somewhere close to the median of the range given,90,1,1,1,1,0,4,12,4,"Since there's no benefit of winning the lottery and a chance of getting a negative earning, I chose 1 to avoid any chance of winning.",Avoid the possibility of negative earning and choose 1. Winning gets you almost no earning.,There's more certainty in it,"Again, I know the chance is certain",1,1,3,40,10,,4,1,1,1,1,1,,7,47,47,45,34,86,1,40,60,-11,.029411765,4,.25,24,.00088493497,19.6,18.639999,18.000355,26.360001,26.999645,25.4,1.5996456,0,0,1,3,,0,0,1,.25,0,0,1.125,.11778303,-11,60,4,0,0,1,,3.8066626,2.8903913,2.9253097,2.9755297,3.6888795,3.8918202,4.0943446,0,0,112.5,45.000885,46.599998,3.6888795,3.8918202,-4.3999996,-1.5996456,19.359997,24,-4.3999996,19.359997,0,-1.5996456,15,1,-71,-71,0,1,7,0,140,27.833334,1,18,3,28,0,0,0,20,140,23,62,6,30,,,,90,1,0,-45,41,.018750001,-.18333334,.06666667,34.9161,15.432171,,,,,.96000004,-.029999971,.045000017,,,.039999962,-.029999971,.045000017,1,1,1,34.9161,15.432171,4,1,1,.46599999,17.639999
35,5,2,1,72,76,0,76,73,77,74,77,73,74,91,cv,0,19,Film & TV,10,100,47,4,29,30,"Stay medium-low except when your intuition tells you to bid high, when you expect lots of high bids",90,1,1,0,0,1,4,12,4,"I try to choose something that's as low as possible (priority 1) but something that's high enough to probably beat other player's bets (priority 2, usually determined by sheer intuition)",As high as possible without being higher than the signal (ideally),Higher guaranteed probabilities are always good,I don't like the idea of probability being randomly determined; too much chaos and uncertainty for my taste,15,27,3,40,10,,1,62,67,73,79,86,,20,77,77,74,34,86,1,40,60,17,.028571429,5,.2,24,7.3584888e-10,30.799999,29.84,29.200001,44.16,44.799999,43.200001,1.5999985,0,0,1,1,,0,0,1,.2,0,0,1.85,.61518568,17,60,4,0,0,1,,4.3040652,3.3741686,3.3958497,3.4275146,3.6888795,4.3438053,4.0943446,0,0,185,73,74.599998,3.6888795,4.3438053,6.7999992,-1.5999985,46.23999,24,6.7999992,46.23999,0,-1.5999985,29,0,0,0,3,1,20,5,36,24.125,1,14,2,24,0,0,0,13,36,7,61,2,20,,,,90,2,0,-16,13,.030833334,.28333333,.06666667,53.434944,28.176023,,,,,.81333333,-.088333338,.24000001,,,.18666667,-.088333338,.24000001,1,1,1,53.434944,28.176023,4,1,1,.74599999,28.84
35,5,3,1,37,41,15,42,19,45,0,46,37,38,82,cv,0,20,Arabic Language,5,100,47,4,30,30,i think that people took into account the percentage of risk that you would get in value v and made modifications with regards to that.,90,-1,1,0,0,0,4,12,4,"i chose these bids because since the selected value is  over a narrow range of numbers, having a lower mid number is beneficial since it is safer and more likely to be in the range of the selected value",It falls in the middle and likely to be a safer option. You end up losing more if you are aiming to become the highest bidder,"With lottery A, there is more certainty of the probability, while there is more of a range with lottery B.",There is a greater likelihood that you can get to 90%,88,0,3,40,10,,1,64,67,73,78,83,,11,0,43,37,34,86,1,40,60,-14,.028571429,5,.2,24,.0039660037,18.4,17.440001,16.801586,-17.440001,-16.801586,-18.4,1.5984135,0,0,1,2,,0,0,1,.2,0,0,0,,-14,60,4,0,0,1,,-4.6051702,2.8214734,2.8587666,2.9123507,3.6888795,3.8286414,4.0943446,0,0,0,42.003967,43.600002,3.6888795,3.8286414,-5.6000004,-1.5984135,31.360004,24,-5.6000004,31.360004,0,-1.5984135,49,1,-38,-38,0,1,11,-62,0,14.25,1,4,2,14,0,1,0,21,50,2,54,5,30,,,,90,3,3,-90,44,0,-.23333333,.06666667,32.684483,14.140645,,,,,.9666667,.28,.17666665,,,.033333302,.28,.17666665,1,1,1,32.684483,14.140645,4,1,1,.43600002,16.440001
36,5,1,1,90,78,77,81,15,82,81,85,90,91,76,cv,0,18,Economics,5,100,48,4,20,30,the average between the numbers,90,1,-1,0,0,0,4,12,4,less risk associated with lower number,With only 25% chance. there's more risk in choosing higher number,its more narrow in a way,The chances are still high,14,15,3,40,10,,3,61,66,69,70,85,,5,82,82,90,34,86,1,40,60,25,.027777778,6,.16666667,24,1.3477542e-11,34,33.040001,32.400002,47.959999,48.599998,47,1.5999985,0,0,1,1,,0,0,1,.16666667,0,0,2.0250001,.70556974,25,60,4,0,0,1,,4.3944492,3.4781585,3.497719,3.5263605,3.6888795,4.4426513,4.0943446,0,0,202.50002,81,82.600006,3.6888795,4.4426513,10,-1.5999985,100,24,10,100,0,-1.5999985,13,0,0,0,0,1,5,0,124,27.166666,1,17,1,27,0,0,0,27,124,15,71,4,30,,,,90,0,0,-9,5,.033750001,.41666666,.06666667,57.9496,32.044235,,,,,.27666667,-.4066667,-.18166667,,,.72333336,-.4066667,-.18166667,1,1,1,57.9496,32.044235,4,1,1,.82600003,32.040001
36,5,5,1,1,67,60,69,64,72,69,73,64,65,80,cv,1,20,Economics,0,5,2,4,30,30,,90,1,1,1,0,1,4,12,4,Minimum Damage,Not Sure,,,17,26,3,40,10,,1,61,66,71,75,81,,9,69,69,69,34,86,1,40,60,13,.027777778,6,.16666667,24,5.4372284e-09,29.200001,28.24,27.6,40.760002,41.400002,39.799999,1.6000004,0,0,1,1,,0,0,1,.16666667,0,0,1.725,.54522705,13,60,4,0,0,1,,4.2341065,3.3178158,3.3407395,3.3741686,3.6888795,4.2904596,4.0943446,0,0,172.5,69,70.599998,3.6888795,4.2904596,5.2000008,-1.6000004,27.040009,24,5.2000008,27.040009,0,-1.6000004,47,0,0,0,0,1,9,0,79,25.291666,1,15,1,25,0,0,0,4,79,10,61,1,20,,,,90,0,0,-21,17,.028750001,.21666667,.06666667,51.048161,26.279762,,,,,1.505,-.079999983,.014999986,,,-.505,-.079999983,.014999986,-1,1,1,51.048161,26.279762,4,1,1,.70599997,27.24
37,5,4,1,64,72,1,73,0,74,72,76,64,65,76,cv,0,18,Economics,5,100,48,4,20,30,the average between the numbers,90,1,-1,0,0,1,4,12,4,less risk associated with lower number,With only 25% chance. there's more risk in choosing higher number,its more narrow in a way,The chances are still high,52,15,3,40,10,,2,61,66,69,70,85,,5,0,75,72,34,86,1,40,60,16,.027027028,7,.14285715,24,1.2132096e-09,30.4,29.440001,28.799999,42.559998,43.200001,41.599998,1.6000004,1,0,1,1,,0,0,1,.14285715,0,-72,1.8,.58778661,16,60,4,0,0,1,,4.2766662,3.3603754,3.3823543,3.4144425,3.6888795,4.3307333,4.0943446,0,0,180,72,73.599998,3.6888795,4.3307333,6.3999996,-1.6000004,40.959995,24,6.3999996,40.959995,0,-1.6000004,13,0,0,0,-72,1,5,0,124,27.166666,1,17,1,27,0,0,0,27,124,15,71,4,30,,,,90,0,0,-18,14,.029999999,.26666668,.06666667,52.846336,27.699591,,,,,.27666667,-.4066667,-.18166667,,,.72333336,-.4066667,-.18166667,1,1,1,52.846336,27.699591,4,1,1,.736,28.440001
38,1,2,1,42,44,47,48,47,51,0,51,47,48,1,cv,1,21,Film and Television,10,5,47,4,0,30,Bet within the signal's range,90,0,-1,1,1,1,4,12,4,"I chose values that are one greater than the minimum. That way, I am not risking many credits, but still have a higher chance of winning than anyone who chose the lowest value of the range.",25% is too low of a chance to warrant risking anything.,The odds for winning an amount are generally higher in option B,Someone is likely to outbid me anyway.,47,28,1,60,10,,1,62,65,72,77,82,,1,48,48,47,34,86,1,60,60,-9,.02631579,8,.125,36,.00032554939,30.6,29.16,28.200195,17.84,18.799805,16.4,2.3998051,0,1,1,2,,0,1,1,.125,-9,0,.78333336,-.24419692,-9,60,4,1,1,1,,3.8501475,3.339329,3.372798,3.421,4.0943446,3.9318256,4.0943446,1,0,78.333336,47.000324,48.599998,4.0943446,3.9318256,-5.3999996,-2.3998051,29.159996,36,-5.3999996,29.159996,0,-2.3998051,18,0,0,0,1,1,1,0,129,27.375,1,17,2,27,150,0,0,19,129,29,28,5,30,,,,90,0,0,-43,39,.013055556,-.15000001,.06666667,47.429604,24.063202,,,,,.37333333,.13333334,.14333333,,,.62666667,.13333334,.14333333,1,1,1,47.429604,24.063202,4,1,1,.486,28.16
